Date(yyyy:mm:dd),Precipitable Water (mm)
2018-08-05,13.688877272727273
2018-08-13,12.23017714285714
2020-05-03,3.4423347445255477
2020-07-24,22.44713041666667
2020-07-25,23.653250320512818
2020-07-26,21.337400412979353
2021-08-21,9.762256153846154
