Date(yyyy:mm:dd),Time(hh:mm:ss),AOD_440nm,AOD_1020nm,440-870_Angstrom_Exponent,Precipitable_Water(cm),Tipo
2020-07-26,00:00:00,0.27869999999999995,0.05310000000000001,1.9376,2.2248,Excel
2020-07-26,01:00:00,0.25946415,0.04981075,1.93791405,2.24379235,Python
2020-07-26,02:00:00,0.2776086315789474,0.05330952631578947,1.935486947368421,2.268178315789473,Python
2020-07-26,03:00:00,0.3044965,0.0589433,1.9189282,2.33377295,Python
2020-07-26,04:00:00,0.3197568235294118,0.06211829411764706,1.911540705882353,2.376028470588235,Python
2020-07-26,05:00:00,0.3405924705882353,0.06603023529411765,1.908108235294118,2.376768529411765,Python
2020-07-26,06:00:00,0.3534283636363637,0.06959727272727273,1.892006181818182,2.414655545454545,Python
2020-07-26,07:00:00,0.3514600000000001,0.06990433333333333,1.876651333333333,2.427628,Python
2020-07-26,08:00:00,0.3094195454545454,0.06449118181818182,1.819239363636364,2.329671454545454,Python
2020-07-26,09:00:00,0.2947789375,0.0595590625,1.851547,2.2850725,Python
2020-07-26,10:00:00,0.2682487647058823,0.05256764705882353,1.887567941176471,2.205369705882353,Python
2020-07-26,11:00:00,0.2836359999999999,0.0556818,1.881075666666667,2.190556933333333,Python
2020-07-26,12:00:00,0.2810808666666667,0.05618306666666666,1.8593908,2.135862466666667,Python
2020-07-26,13:00:00,0.3208744666666667,0.06796700000000001,1.791987133333333,2.164719066666666,Python
2020-07-26,14:00:00,0.3468797333333333,0.07460833333333333,1.771053866666667,2.1556526,Python
2020-07-26,15:00:00,0.3031562,0.06259166666666667,1.820858,2.157453733333333,Python
2020-07-26,16:00:00,0.3187806875,0.0658308125,1.8178385,2.114482125,Python
2020-07-26,17:00:00,0.3017612,0.0605082,1.8600798,2.0674106,Python
2020-07-26,18:00:00,0.16262935,0.03202,1.9022781,1.77164725,Python
2020-07-26,19:00:00,0.1696585,0.03335444444444444,1.913284777777778,1.795082777777778,Python
2020-07-26,20:00:00,0.1943357,0.03804635,1.9234628,1.8379275,Python
2020-07-26,21:00:00,0.21652825,0.04353941666666666,1.897032583333333,1.843779583333333,Python
2020-07-26,22:00:00,0.186414,0.03779293333333333,1.8950024,1.758201533333333,Python
2020-07-26,23:00:00,0.1848,0.039200000000000006,1.8724999999999998,1.7465,Excel
