Date(yyyy:mm:dd),Time(hh:mm:ss),AOD_440nm,AOD_1020nm,440-870_Angstrom_Exponent,Precipitable_Water(cm),Tipo
2021-08-21,00:00:00,0.2243535,0.06819083333333333,1.29526775,0.97388275,Constante
2021-08-21,01:00:00,0.2243535,0.06819083333333333,1.29526775,0.97388275,Constante
2021-08-21,02:00:00,0.2243535,0.06819083333333333,1.29526775,0.97388275,Constante
2021-08-21,03:00:00,0.2243535,0.06819083333333333,1.29526775,0.97388275,Constante
2021-08-21,04:00:00,0.2243535,0.06819083333333333,1.29526775,0.97388275,Constante
2021-08-21,05:00:00,0.2243535,0.06819083333333333,1.29526775,0.97388275,Constante
2021-08-21,06:00:00,0.2243535,0.06819083333333333,1.29526775,0.97388275,Constante
2021-08-21,07:00:00,0.2243535,0.06819083333333333,1.29526775,0.97388275,Constante
2021-08-21,08:00:00,0.2243535,0.06819083333333333,1.29526775,0.97388275,Constante
2021-08-21,09:00:00,0.2243535,0.06819083333333333,1.29526775,0.97388275,Python
2021-08-21,10:00:00,0.2209283333333333,0.06757133333333333,1.289784,0.979438,Python
2021-08-21,11:00:00,0.334433,0.107529,1.224137,0.979537,Python
2021-08-21,12:00:00,0.39027575,0.130427,1.188816,0.964157,Python
2021-08-21,13:00:00,0.333716125,0.102638625,1.268147875,0.97281925,Python
2021-08-21,14:00:00,0.351018875,0.10633325,1.28401525,0.959464875,Python
2021-08-21,15:00:00,0.3024314375,0.091747125,1.291254125,0.9789394375,Python
2021-08-21,16:00:00,0.253844,0.077161,1.298493,0.998414,Python
2021-08-21,17:00:00,0.2057489230769231,0.0605616923076923,1.347182461538462,0.985654923076923,Python
2021-08-21,18:00:00,0.2057489230769231,0.0605616923076923,1.347182461538462,0.985654923076923,Constante
2021-08-21,19:00:00,0.2057489230769231,0.0605616923076923,1.347182461538462,0.985654923076923,Constante
2021-08-21,20:00:00,0.2057489230769231,0.0605616923076923,1.347182461538462,0.985654923076923,Constante
2021-08-21,21:00:00,0.2057489230769231,0.0605616923076923,1.347182461538462,0.985654923076923,Constante
2021-08-21,22:00:00,0.2057489230769231,0.0605616923076923,1.347182461538462,0.985654923076923,Constante
2021-08-21,23:00:00,0.2057489230769231,0.0605616923076923,1.347182461538462,0.985654923076923,Constante
